"{'iteration': 0, 'score': 7379}","{'iteration': 1, 'score': 27571}","{'iteration': 2, 'score': 30419}","{'iteration': 3, 'score': 4481}","{'iteration': 4, 'score': 9600}","{'iteration': 5, 'score': 19489}","{'iteration': 6, 'score': 3581}","{'iteration': 7, 'score': 21524}","{'iteration': 8, 'score': 19622}","{'iteration': 9, 'score': 12482}","{'iteration': 10, 'score': 17494}","{'iteration': 11, 'score': 6506}","{'iteration': 12, 'score': 4748}","{'iteration': 13, 'score': 4536}","{'iteration': 14, 'score': 39744}","{'iteration': 15, 'score': 47456}","{'iteration': 16, 'score': 12306}","{'iteration': 17, 'score': 12645}","{'iteration': 18, 'score': 6566}","{'iteration': 19, 'score': 6360}"
"{'iteration': 0, 'score': 14592}","{'iteration': 1, 'score': 8456}","{'iteration': 2, 'score': 7570}","{'iteration': 3, 'score': 6775}","{'iteration': 4, 'score': 23583}","{'iteration': 5, 'score': 10557}","{'iteration': 6, 'score': 12492}","{'iteration': 7, 'score': 9575}","{'iteration': 8, 'score': 8418}","{'iteration': 9, 'score': 16394}","{'iteration': 10, 'score': 10482}","{'iteration': 11, 'score': 3378}","{'iteration': 12, 'score': 30409}","{'iteration': 13, 'score': 15529}","{'iteration': 14, 'score': 10553}","{'iteration': 15, 'score': 11715}","{'iteration': 16, 'score': 14549}","{'iteration': 17, 'score': 9561}","{'iteration': 18, 'score': 8534}","{'iteration': 19, 'score': 26351}"
