"{'iteration': 0, 'score': 148}","{'iteration': 1, 'score': 193}","{'iteration': 2, 'score': 182}","{'iteration': 3, 'score': 166}","{'iteration': 4, 'score': 134}","{'iteration': 5, 'score': 148}","{'iteration': 6, 'score': 171}","{'iteration': 7, 'score': 148}","{'iteration': 8, 'score': 147}","{'iteration': 9, 'score': 163}","{'iteration': 10, 'score': 159}","{'iteration': 11, 'score': 154}","{'iteration': 12, 'score': 161}","{'iteration': 13, 'score': 124}","{'iteration': 14, 'score': 123}","{'iteration': 15, 'score': 148}","{'iteration': 16, 'score': 138}","{'iteration': 17, 'score': 168}","{'iteration': 18, 'score': 155}","{'iteration': 19, 'score': 178}"
"{'iteration': 0, 'score': 182}","{'iteration': 1, 'score': 153}","{'iteration': 2, 'score': 156}","{'iteration': 3, 'score': 157}","{'iteration': 4, 'score': 166}","{'iteration': 5, 'score': 160}","{'iteration': 6, 'score': 158}","{'iteration': 7, 'score': 143}","{'iteration': 8, 'score': 139}","{'iteration': 9, 'score': 167}"
