"{'iteration': 0, 'score': 254}","{'iteration': 1, 'score': 218}","{'iteration': 2, 'score': 230}","{'iteration': 3, 'score': 262}","{'iteration': 4, 'score': 200}","{'iteration': 5, 'score': 186}","{'iteration': 6, 'score': 200}","{'iteration': 7, 'score': 235}","{'iteration': 8, 'score': 233}","{'iteration': 9, 'score': 291}","{'iteration': 10, 'score': 173}","{'iteration': 11, 'score': 236}","{'iteration': 12, 'score': 197}","{'iteration': 13, 'score': 203}","{'iteration': 14, 'score': 201}","{'iteration': 15, 'score': 195}","{'iteration': 16, 'score': 260}","{'iteration': 17, 'score': 243}","{'iteration': 18, 'score': 181}","{'iteration': 19, 'score': 259}"
"{'iteration': 0, 'score': 218}","{'iteration': 1, 'score': 259}","{'iteration': 2, 'score': 268}","{'iteration': 3, 'score': 166}","{'iteration': 4, 'score': 207}","{'iteration': 5, 'score': 267}","{'iteration': 6, 'score': 245}","{'iteration': 7, 'score': 256}","{'iteration': 8, 'score': 231}","{'iteration': 9, 'score': 247}"
